jobid,name,alpha,beta,M1,M2,P,Z,status,date,computation_time,TimeSteps,age,M1f,M2f,Pf,lg_mdot_M1,lg_mdot_M2,lg_mdot_thermal_tau100,lg_mdot_thermal_tau1000,lg_mdot_dynamical_tau100,lg_mdot_dynamical_tau1000,err_msg,stop_criteria,primary_flag
1391488,BG00000014,0.0,0.0,20.7114834979,2.41321852006,3.13752063244,0.000162856049919,completed,20160606,7.336808333333333,52861.0,560.8723341782156,21.02357736004045,0.9998987075197964,39.2349892570774,-98.99999999999999,-7.046575913941155,-5.162447587804372,-5.161728341817521,-5.162447587804372,-5.161728341817521,none,2,5
1391489,BG00000015,0.0,0.0,47.8459570304,19.3987222462,1.31342792089,0.000429551199465,completed,20160606,6.027297222222222,50781.0,11.754547974132766,48.35010232054601,14.278705478162973,2.624344797815967,-6.797761502922653,-3.646614029172161,-4.373865901591502,-4.3783464703119535,-4.373865901591502,-4.3783464703119535,none,4,3
1391490,BG00000016,0.0,0.0,20.9686120091,28.7509233713,20.798391013,0.0145626679072,error,20160606,1.6493897222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,debug1: do_kap_for_cell,0,0
1391491,BG00000017,0.0,0.0,42.6329589268,19.2639915859,4.02494264522,0.000328342562959,completed,20160606,1.5604791666666666,9740.0,11.629990718576313,42.74644868479736,15.083786109225288,6.991391705361928,-6.8737348648679,-3.937723665884342,-4.346443182238167,-4.3471787212076505,-4.346443182238167,-4.3471787212076505,none,4,3
1391492,BG00000018,0.0,0.0,12.4254028681,18.5249356754,0.238916373966,0.000312998420668,completed,20160606,0.0017588888888888888,1.0,6.770304913411504e-05,12.4254028681,18.5249356754,0.23891637396599796,-98.99999999999999,-98.99999999999999,-3.364137472990887,-3.3651817227027614,-3.364137472990887,-3.3651817227027614,none,1,1
1391493,BG00000019,0.0,0.0,15.4253456991,4.6754219556,60.7075719947,0.000431345207751,completed,20160606,1.0925272222222222,3272.0,131.43491505285624,15.428164980789685,3.3175935783307393,147.98313278915208,-7.761762141873372,-6.56664138982486,-3.1727314361347774,-3.17776710029552,-3.1727314361347774,-3.17776710029552,none,-2,-1
1391494,BG00000020,0.0,0.0,2.52981689257,27.2860099216,7.28552289351,0.0113165621075,completed,20160606,0.24801722222222222,1555.0,6.851834118967593,2.530070593873936,25.651846293814437,1.4634887395273501,-8.184051191630395,0.8330500056789669,-2.9153064650529177,-2.82078104818621,-2.9153064650529177,-2.82078104818621,none,-3,2
1391495,BG00000021,0.0,0.0,36.6932795407,28.4844189666,50.9245480482,0.0114516148962,completed,20160606,1.8313427777777778,10114.0,7.389713227596541,36.708467028071965,23.14338538292362,67.03332076954925,-6.951114154790436,-3.9791948834771484,-4.359093390872823,-4.364879842027659,-4.359093390872823,-4.364879842027659,none,4,3
1391496,BG00000022,0.0,0.0,23.2706103483,21.9870611574,4.15598892227,0.00168101642662,completed,20160606,9.9521675,99999.0,9.931604148581023,23.334749603020477,17.0912345458087,5.730938321659643,-98.99999999999999,-5.375688513378876,-5.079732494887342,-5.08267599360529,-5.079732494887342,-5.08267599360529,none,3,4
1391497,BG00000023,0.0,0.0,11.4884579319,25.9499048417,31.4444060485,0.00321228195909,completed,20160606,0.47485305555555557,2545.0,8.035687656843246,11.49339068312255,21.437163744729233,25.266329718724403,-7.5026109846089755,-4.044261962057495,-4.27298957871123,-4.276706720024443,-4.27298957871123,-4.276706720024443,none,4,3
1391498,BG00000024,0.0,0.0,32.0059916444,24.4277170903,19.433097825,0.0200493976011,completed,20160606,3.1192908333333333,14717.0,8.813667944660024,32.02716409675846,19.299965873485643,25.75970102384601,-7.000571484353295,-4.07478050120876,-4.495773711663611,-4.499806551940189,-4.495773711663611,-4.499806551940189,none,4,3
1391499,BG00000025,0.0,0.0,46.7664779983,16.0349850903,64.8805144514,0.0010359786069,completed,20160606,0.06506555555555556,551.0,14.333561663877036,46.76668367758521,15.670837084075753,68.68803162126078,-6.919086008798007,-3.1826645554141892,-3.1813461813264086,-3.18286401037962,-3.1813461813264086,-3.18286401037962,none,4,3
1391500,BG00000026,0.0,0.0,14.8628359073,10.3630042913,859.256406526,0.0124201246776,completed,20160606,10.017777222222223,99999.0,31.299660788690968,14.863377803177396,7.403588204468804,1583.0488428484973,-98.99999999999999,-5.940856000014412,-5.229630410921022,-5.236756175573447,-5.229630410921022,-5.236756175573447,none,3,4
1391501,BG00000027,0.0,0.0,43.3315538703,5.45649662864,62.7882681934,0.000594643549052,completed,20160606,0.07684694444444444,651.0,94.44224495006229,43.33176581665295,5.05701158378445,77.98739699920593,-6.95229398523786,-3.4893873909226536,-3.335687497292418,-3.334647540882511,-3.335687497292418,-3.334647540882511,none,4,3
1391502,BG00000028,0.0,0.0,33.4056565141,15.4105758396,1.3896386103,0.000184729415667,completed,20160606,5.702806388888889,38135.0,15.683712459148172,33.71669197989476,11.162770900801707,2.899705238797211,-6.9402916306107985,-2.4974367449927826,-3.273366876425195,-3.2950694841792902,-3.273366876425195,-3.2950694841792902,none,4,3
